"","MacProtein","gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","sig","eggNOG_OGs","Preferred_name","ortho_gene"
"5461","XP_014986244","DNAH1",67.0360070730514,-0.25294203445593,0.115500044915579,-2.18997347265805,0.0285261607392145,0.0767672027790158,FALSE,"3JD77","DNAH1","DNAH1_3JD77"
"5464","XP_014986261","RRP9",86.9989950421921,-0.233205536085729,0.0827764759127551,-2.81729239514284,0.00484304131624531,0.0182446354430602,TRUE,"3J5EW","RRP9","RRP9_3J5EW"
"5465","XP_014986262","IQCF2",4.70356030508748,-0.673811448582415,0.274491961642083,-2.45475840003291,0.0140979302308379,0.0436936427373084,TRUE,"3JGN8","IQCF2","IQCF2_3JGN8"
"5467","XP_014986317","MANF",329.987330317601,-0.372956594198684,0.130021151191343,-2.86843018063907,0.00412514233561525,0.0159904950471824,TRUE,"3J2UJ","MANF","MANF_3J2UJ"
"5468","XP_014986333","ID3",245.810147242563,-0.045768179484882,0.104305522937517,-0.438789607644258,0.660813991175391,0.776133005832164,FALSE,"3JGFP","ID3","ID3_3JGFP"
"5469","XP_014986338","ZMYND10",58.2496998329846,0.0529707199423203,0.087019967269981,0.608719143480917,0.542710615851958,0.681445110389253,FALSE,"3JC7D","ZMYND10","ZMYND10_3JC7D"
"5475","XP_014986419","FUCA1",804.118759964932,0.565528613253243,0.139353193632496,4.05823934501756,4.94440792352776e-05,0.000372464894889882,TRUE,"3J2RC","FUCA1","FUCA1_3J2RC"
"5478","XP_014986453","PNRC2",1413.71489376675,0.184107962958604,0.0620842290770419,2.96545460410146,0.0030223594709923,0.0123468429299623,TRUE,"3JGGX","PNRC2","PNRC2_3JGGX"
"5480","XP_014986492","PLXNB1",27.4097030668263,-0.039107779356267,0.129770008795146,-0.30136223091425,0.763138291688692,0.850737616146106,FALSE,"3J6Y9","PLXNB1","PLXNB1_3J6Y9"
"5484","XP_014986613","PRSS50",19.3284725909831,-0.205934694366789,0.129209720943202,-1.59380186617162,0.110980419447692,0.218541217303185,FALSE,"3JC5T","PRSS50","PRSS50_3JC5T"
"5489","XP_014986642","CLEC3B",1.99784300318238,0.812564321818637,0.445847691371457,1.82251548576855,0.0683768062081393,0.151614462607299,FALSE,"3J33Y","CLEC3B","CLEC3B_3J33Y"
"5497","XP_014986713","HIGD1A",353.705475164664,0.234136965547783,0.109215374683968,2.14380957099947,0.0320481481458476,0.0842966495624232,FALSE,"3JHE6","HIGD1A","HIGD1A_3JHE6"
"5498","XP_014986729","IFNLR1",179.838703383387,-0.86993652590849,0.101037790265465,-8.61001139893134,7.305331161891e-18,4.32238783608919e-16,TRUE,"3J4DH","IFNLR1","IFNLR1_3J4DH"
"5500","XP_014986739","SS18L2",411.253851722999,0.169443678577683,0.0990287134727947,1.71105604259145,0.0870707677354835,0.181991762880348,FALSE,"3JHVI","SS18L2","SS18L2_3JHVI"
"5503","XP_014986810","WDR48",417.596415965605,-0.020887030571231,0.048158656536158,-0.433712899684998,0.664496938045692,0.778747114316423,FALSE,"3J8AI","WDR48","WDR48_3J8AI"
"5505","XP_014986852","ITGA9",28.4244982660464,-0.0594482752795918,0.117778291545302,-0.504747305293742,0.613736330901171,0.739346647198709,FALSE,"3JB2E","ITGA9","ITGA9_3JB2E"
"5510","XP_014986900","ETV5",16.7558762254166,-1.28621662953817,0.294954419140833,-4.36073015378025,1.29629151620449e-05,0.000115126723235036,TRUE,"3JBU7","ETV5","ETV5_3JBU7"
"5514","XP_014986915","EPHB3",5.11666750316881,0.833923419954776,0.259175318616247,3.21760352956117,0.00129266365648691,0.00607464481120634,TRUE,"3JD1U","EPHB3","EPHB3_3JD1U"
"5518","XP_014986949","PSMD2",1352.48546045431,-0.0153817113046533,0.0345327506693103,-0.445423865939623,0.656013468208524,0.772416051589924,FALSE,"3JDX7","PSMD2","PSMD2_3JDX7"
"5521","XP_014986969","ABCF3",707.233529441816,0.0746039943812468,0.0417121717833011,1.78854255704599,0.0736885160495586,0.160398162060415,FALSE,"3J9CA","ABCF3","ABCF3_3J9CA"
"5529","XP_014987118","PRKCI",145.469615943079,-0.151039209835403,0.0706034575746665,-2.13926080993515,0.0324145517371783,0.0850008767519309,FALSE,"3JAA0","PRKCI","PRKCI_3JAA0"
"5533","XP_014987251","DNAH7",24.6346680040854,-0.310723216645404,0.13122102007438,-2.36793782329445,0.0178875417215715,0.0528818100284811,FALSE,"3JEZU","DNAH7","DNAH7_3JEZU"
"5536","XP_014987274","WWTR1",60.903536029464,-0.317957389692534,0.0923692438809879,-3.4422430706719,0.000576911606687514,0.00307243948398343,TRUE,"3JFZ6","WWTR1","WWTR1_3JFZ6"
"5538","XP_014987283","TSC22D2",709.901436600484,-0.150682578653412,0.0610225396756609,-2.46929379626448,0.0135380017718125,0.0423544369784321,TRUE,"3J1QK","TSC22D2","TSC22D2_3J1QK"
"5539","XP_014987285","EIF2A",685.177203914757,-0.093140025163408,0.0555183076651986,-1.67764525037553,0.0934163734908186,0.191792987213705,FALSE,"3J7PA","EIF2A","EIF2A_3J7PA"
"5540","XP_014987287","SERP1",1490.86249716801,-0.210353441059281,0.0895300310589926,-2.34952941008896,0.0187971590774118,0.05500467595791,FALSE,"3JHYJ","SERP1","SERP1_3JHYJ"
"5544","XP_014987331","DHX36",527.68113444631,-0.11058483423445,0.060416512926213,-1.83037432778531,0.0671939838290592,0.149778185647531,FALSE,"3JACM","DHX36","DHX36_3JACM"
"5547","XP_014987379","LOC697678",8.01494614206493,-0.928063959553457,0.346880311418223,-2.6754587360668,0.00746270592758664,0.0260197988606821,TRUE,"3JEJN","GLUD1","GLUD1_3JEJN"
"5553","XP_014987452","CRYBG2",19.4898573071001,0.315515962242486,0.158136174754404,1.99521686124318,0.0460192328338419,0.111750616477895,FALSE,"3J1IT","AIM1L","AIM1L_3J1IT"
"5555","XP_014987489","SLC25A36",528.566105689927,0.300222884974159,0.0783568950144097,3.83148011312787,0.000127374671576894,0.000845643742833403,TRUE,"3JBDE","SLC25A36","SLC25A36_3JBDE"
"5564","XP_014987605","ARID1A",4876.73075687594,-0.00910756987715704,0.0631089929721062,-0.144314929588285,0.885251789608816,0.930214080445212,FALSE,"3JAKR","ARID1A","ARID1A_3JAKR"
"5572","XP_014987692","PIK3R4",370.141296014321,0.148667810245144,0.0634646446372763,2.34252962566536,0.0191535132929602,0.0558754365604134,FALSE,"3JAR9","PIK3R4","PIK3R4_3JAR9"
"5583","XP_014987806","EOMES",368.986420300068,0.290949435087396,0.105383908757424,2.76085256770189,0.00576506948522664,0.0210945126577177,TRUE,"3JBQW","EOMES","EOMES_3JBQW"
"5585","XP_014987868","SUSD5",104.633377699619,-0.179694897111262,0.0769079593299795,-2.33649285037284,0.0194655697987743,0.0565838813276019,FALSE,"3J1TK","SUSD5","SUSD5_3J1TK"
"5586","XP_014987873","TRIM71",4.29827798702367,0.117429832222769,0.323996291588324,0.362441902180713,0.717021831548286,0.818102309072655,FALSE,"3J9Z1","TRIM71","TRIM71_3J9Z1"
"5587","XP_014987878","DYNC1LI1",329.904444342333,0.10706296668867,0.0528951613352964,2.02405974357485,0.0429640050069581,0.105968366449251,FALSE,"3JF0A","DYNC1LI1","DYNC1LI1_3JF0A"
"5590","XP_014988012","HES1",177.429409043925,-1.8650229632897,0.112452442185694,-16.5849929716063,8.94761620850138e-62,5.35291139673595e-59,TRUE,"3J21I","HES1","HES1_3J21I"
"5592","XP_014988029","LSG1",622.338277024099,-0.184903152127836,0.0622130263192681,-2.97209705213407,0.00295773171955518,0.0121173041742553,TRUE,"3J7F1","LSG1","LSG1_3J7F1"
"5593","XP_014988066","UBXN7",599.853880993083,0.0896728076369761,0.0620231405348909,1.44579598620181,0.148234432247003,0.273075439851484,FALSE,"3J1PU","UBXN7","UBXN7_3J1PU"
"5595","XP_014988079","FBXO45",186.227860957123,0.0941929109429402,0.057585697460377,1.63569975005949,0.101902441831868,0.204784257696458,FALSE,"3J2G9","FBXO45","FBXO45_3J2G9"
"5596","XP_014988080","NRROS",1484.98845470508,-0.378250603771772,0.0702722870190533,-5.38264257244417,7.34001974952031e-08,1.16751850328965e-06,TRUE,"3J561","NRROS","NRROS_3J561"
"5600","XP_014988172","COL6A1",1.25450245249789,-0.156441052377978,1.2042857118927,-0.129903602469973,0.896642694083605,NA,FALSE,"3JB9V","COL6A1","COL6A1_3JB9V"
"5601","XP_014988225","PTTG1IP",1334.39575967362,-0.0120106647463522,0.0714219772126594,-0.168164831261817,0.866453607479932,0.919654541922885,FALSE,"3J96R","PTTG1IP","PTTG1IP_3J96R"
"5602","XP_014988242","WASF2",3336.00527955862,0.218031105922659,0.0407137491584814,5.35522054414483,8.54521231185148e-08,1.33071755285861e-06,TRUE,"3JF0P","WASF2","WASF2_3JF0P"
"5603","XP_014988261","PFKL",1217.69568309197,0.179461990825323,0.0620362888971248,2.89285503720131,0.00381757448055405,0.0150089634150589,TRUE,"3JAYQ","PFKL","PFKL_3JAYQ"
"5605","XP_014988282","SIK1",1004.31886562722,0.111229762096133,0.0828659802696345,1.34228499722331,0.179503606018513,0.31551205115651,FALSE,"3J3PW","SIK1","SIK1_3J3PW"
"5613","XP_014988366","ETS2",2960.7704587924,-1.69051606153328,0.120761951993213,-13.9987474004087,1.58642183085692e-44,4.81222070016416e-42,TRUE,"3JE9D","ETS2","ETS2_3JE9D"
"5614","XP_014988373","XKR8",171.094438125198,0.663932450954372,0.114666211207659,5.79013158245894,7.0331304607701e-09,1.36216304616552e-07,TRUE,"3J4E9","XKR8","XKR8_3J4E9"
"5618","XP_014988395","RIPPLY3",2.69117223584667,0.0058882117327092,0.357816595981075,0.0164559492176842,0.986870644756297,0.992075853067419,FALSE,"3JGTH","RIPPLY3","RIPPLY3_3JGTH"
"5619","XP_014988400","SIM2",1.23569729037515,0.566495644112228,0.654439797819857,0.865619184529121,0.386699031454475,NA,FALSE,"3J6D6","SIM2","SIM2_3J6D6"
"5621","XP_014988402","MORC3",1633.63093061026,0.221620509088311,0.0893785925491698,2.47957036206842,0.0131540774135856,0.0414119814729417,TRUE,"3JFBA","MORC3","MORC3_3JFBA"
"5622","XP_014988404","LOC699655",199.051667596094,0.580284310781359,0.0840891080828821,6.90082608807557,5.17009964381334e-12,1.62552461355924e-10,TRUE,"3J7HQ","CBR1","CBR1_3J7HQ"
"5624","XP_014988414","FAM243A",11.6366761511389,-0.529450488144838,0.186332204060757,-2.84143307816077,0.00449112768467371,0.0171864635651773,TRUE,"3J8ND","C21orf140","C21orf140_3J8ND"
"5628","XP_014988480","IFNGR2",2779.58059498203,-1.62282638674077,0.131749449067844,-12.3175193385825,7.29024523540372e-35,1.5701001163489e-32,TRUE,"3J1JU","IFNGR2","IFNGR2_3J1JU"
"5646","XP_014988694","FOXK1",281.494857031549,0.170949575477168,0.0596184395998189,2.86739432673256,0.00413866990823662,0.0160285081484791,TRUE,"3JBMB","FOXK1","FOXK1_3JBMB"
"5648","XP_014988715","FSCN1",90.1088729797414,-0.556865134185677,0.146796679858437,-3.79344502016454,0.000148571538974758,0.000962920624405469,TRUE,"3JENT","FSCN1","FSCN1_3JENT"
"5655","XP_014988773","SRRM3",21.0721140886589,-0.0691233390799246,0.31361200816854,-0.220410371030106,0.825551569095832,0.891983351408064,FALSE,"3J5F6","SRRM3","SRRM3_3J5F6"
"5656","XP_014988774","MDH2",428.025485750196,0.288863083234645,0.0636900225170719,4.53545267874911,5.74800654558944e-06,5.6812674149775e-05,TRUE,"3J9KT","MDH2","MDH2_3J9KT"
"5657","XP_014988787","TMEM120A",809.260327425235,-0.689657877217711,0.0818055943588882,-8.4304488296011,3.4434193436192e-17,1.91136397947234e-15,TRUE,"3J1RW","TMEM120A","TMEM120A_3J1RW"
"5660","XP_014988810","VPS37D",19.3788679468089,-0.0199428347970833,0.177121121772328,-0.112594334303719,0.910352177056681,0.94670472415595,FALSE,"3JFDZ","VPS37D","VPS37D_3JFDZ"
"5662","XP_014988830","LIMK1",243.515407050691,0.176940790417753,0.0662149386576894,2.67221859605552,0.00753515447017679,0.0262129901185911,TRUE,"3J5F2","LIMK1","LIMK1_3J5F2"
"5664","XP_014988856","SBDS",334.479772500679,-0.0832626433992373,0.0798215487482438,-1.04310984571155,0.296897421220321,0.452948909883265,FALSE,"3J4F0","SBDS","SBDS_3J4F0"
"5665","XP_014988859","KCTD7",264.541347956535,0.286667872943024,0.110353396333682,2.59772587402939,0.00938433776114209,0.0314570172945868,TRUE,"3J5HC","KCTD7","KCTD7_3J5HC"
"5666","XP_014988924","VOPP1",733.629199536665,0.160333236193239,0.100581400134675,1.59406446896304,0.110921596045499,0.218478868502032,FALSE,"3JAVT","VOPP1","VOPP1_3JAVT"
"5667","XP_014988929","SEPTIN14",63.9399004321348,-0.212915151474626,0.0892300795177868,-2.38613652061337,0.0170264291385446,0.050789224980171,FALSE,"3J5CN","Sep-14","Sep-14_3J5CN"
"5670","XP_014988945","NUPR2",74.1920578374436,-0.358876802312001,0.0957469636887307,-3.74817945641278,0.000178122793679468,0.00112334717642012,TRUE,"3JHS8","NUPR1L","NUPR1L_3JHS8"
"5672","XP_014989055","LAPTM5",9672.23272872207,0.26715490450429,0.0732821481451939,3.64556595659527,0.000266803971790378,0.00159438322432003,TRUE,"3J8DQ","LAPTM5","LAPTM5_3J8DQ"
"5673","XP_014989066","SDC3",30.8480021941552,2.00726403519361,0.273569656553466,7.33730509619335,2.17937429151422e-13,8.16298854197249e-12,TRUE,"3J6XM","SDC3","SDC3_3J6XM"
"5676","XP_014989130","AEBP1",194.747292765768,-0.00374825361304253,0.0659439277338756,-0.0568400115347853,0.954672640846778,0.974075453189173,FALSE,"3JFMI","AEBP1","AEBP1_3JFMI"
"5683","XP_014989178","EPDR1",2.28940226642651,0.333064412219384,0.531462126528983,0.626694538695826,0.530859484440509,0.671470060280451,FALSE,"3J78U","EPDR1","EPDR1_3J78U"
"5685","XP_014989210","PRKCZ",25.3015098987087,-0.0213457803899371,0.124477967206406,-0.171482398604261,0.863844469324739,0.917840075769458,FALSE,"3JPJJ","PRKCZ","PRKCZ_3JPJJ"
"5686","XP_014989236","FKBP9",103.178615954555,-0.0561952050094986,0.0742235175120141,-0.757107812903136,0.448985273678916,0.601671119012896,FALSE,"3JDJX","FKBP9","FKBP9_3JDJX"
"5697","XP_014989318","HOXA5",3.96700177116953,0.400225250318627,0.261763732055818,1.52895608255342,0.126275331615759,0.241226877506528,FALSE,"3J8BC","HOXA5","HOXA5_3J8BC"
"5700","XP_014989361","SPOCD1",7.42116165488535,-0.36490945030717,0.247374984476032,-1.47512672342391,0.140178477088075,0.261613852776938,FALSE,"3J7CE","SPOCD1","SPOCD1_3J7CE"
"5701","XP_014989375","KHDRBS1",837.189882646639,0.00129644459832835,0.0671066539658276,0.0193191661588213,0.984586494397836,0.990642415049386,FALSE,"3J2YJ","KHDRBS1","KHDRBS1_3J2YJ"
"5711","XP_014989615","FZD1",35.6891618514985,0.803745396744508,0.141932206949854,5.66288240010584,1.48851176878367e-08,2.72602703778009e-07,TRUE,"3JDGG","FZD1","FZD1_3JDGG"
"5712","XP_014989621","HDAC1",1634.35467003629,0.129674781088554,0.0513414076914838,2.52573481950054,0.0115456593843289,0.0372578462931213,TRUE,"3J99P","HDAC1","HDAC1_3J99P"
"5720","XP_014989730","ZBTB8B",1.31045843602509,-0.0902709355890601,0.495359002722064,-0.182233360235726,0.85539959362002,NA,FALSE,"3J4VF","ZBTB8B","ZBTB8B_3J4VF"
"5721","XP_014989752","VPS50",222.339955917374,0.098919392926597,0.0683769310775473,1.4466778688036,0.147987165673381,0.272759913316868,FALSE,"3JAJY","CCDC132","CCDC132_3JAJY"
"5722","XP_014989786","ASB4",8.18359456663266,-0.0119215939715381,0.19602446192823,-0.0608168687431621,0.951505055874319,0.971948605025859,FALSE,"3JDVP","ASB4","ASB4_3JDVP"
"5723","XP_014989789","SLC25A13",65.363601373209,-0.00373889469256031,0.0887319922748963,-0.0421369406535696,0.96638953192685,0.980942923561127,FALSE,"3J3UI","SLC25A13","SLC25A13_3J3UI"
"5726","XP_014989836","BHLHA15",21.1521410597967,0.0159823588875142,0.173141311258541,0.0923081774727278,0.926453191428184,0.957852353885498,FALSE,"3JG3N","BHLHA15","BHLHA15_3JG3N"
"5732","XP_014989909","MCM7",690.659464545733,-0.241700271718923,0.0569315845933114,-4.24545133330646,2.18153856407639e-05,0.000181194739893996,TRUE,"3JB2A","MCM7","MCM7_3JB2A"
"5738","XP_014989965","GNB2",3375.22432727523,-0.0409136182882773,0.0667317310390368,-0.613105904061496,0.539806316614423,0.679117275595819,FALSE,"3JN7J","GNB2","GNB2_3JN7J"
"5743","XP_014990008","VGF",27.7306455504766,0.0678036934113513,0.151840799350337,0.446544628989409,0.655203882490417,0.771647947569099,FALSE,"3J6RK","VGF","VGF_3J6RK"
"5748","XP_014990038","FBXL13",68.0496751048958,-0.163109182207333,0.0831417414804376,-1.9618206126427,0.0497833729901254,0.118718578158348,FALSE,"3J98W","FBXL13","FBXL13_3J98W"
"5749","XP_014990061","PSMC2",404.132926400335,0.157671550009298,0.0952094993651255,1.65604851470369,0.0977119944377694,0.198418180671906,FALSE,"3J1JE","PSMC2","PSMC2_3J1JE"
"5754","XP_014990158","DLD",184.542700515092,0.26250138799027,0.114165356522233,2.29930861678823,0.0214874208768548,0.0612297675873011,FALSE,"3J5CC","DLD","DLD_3J5CC"
"5756","XP_014990255","BMT2",373.92651464151,-0.19819492778034,0.0950659012116155,-2.08481616704143,0.0370859906263069,0.0942443634358432,FALSE,"3J1ZP","C7orf60","C7orf60_3J1ZP"
"5761","XP_014990336","ARF5",887.788479894973,0.367720327186821,0.0830697386140631,4.42664601239721,9.5709604425652e-06,8.85056998933133e-05,TRUE,"3J6UJ","ARF5","ARF5_3J6UJ"
"5762","XP_014990339","SND1",930.029320018625,0.324480247507752,0.076805378047096,4.2247073806314,2.39251446826403e-05,0.000196595132022138,TRUE,"3JA45","SND1","SND1_3JA45"
"5770","XP_014990479","CREB3L2",281.034821164594,0.246948964198407,0.0882881309386519,2.79707998768263,0.00515667651752723,0.0192204808605316,TRUE,"3JF7W","CREB3L2","CREB3L2_3JF7W"
"5774","XP_014990532","KDM7A",1462.83227660931,0.451703947329172,0.0698450858406441,6.4672258884435,9.9818381960814e-11,2.61531446750614e-09,TRUE,"3JA7J","KDM7A","KDM7A_3JA7J"
"5778","XP_014990608","CASP2",239.439635667882,0.289574617989485,0.0596020340772286,4.85846871625676,1.18297095367187e-06,1.39680073625171e-05,TRUE,"3JG70","CASP2","CASP2_3JG70"
"5786","XP_014990710","ZNF425",92.7037496399097,-0.0458770737650946,0.0686019107530781,-0.668743381364726,0.50365918935113,0.648840050308368,FALSE,"3J72E","ZNF425","ZNF425_3J72E"
"5790","XP_014990765","KCNH2",4.88814144778318,0.187360027178553,0.248206663546074,0.754854944270155,0.450336022318393,0.602935776080544,FALSE,"3J2ZS","KCNH2","KCNH2_3J2ZS"
"5791","XP_014990773","NOS3",187.690884094515,-0.227859069523262,0.0706544209794586,-3.22497964549886,0.00125981625493934,0.00594884075479686,TRUE,"3JB57","NOS3","NOS3_3JB57"
"5793","XP_014990790","ABCF2",351.069468593548,0.0104994216942433,0.0594329042016455,0.176660081402392,0.859775398048311,0.914919015646356,FALSE,"3J6SD","ABCF2","ABCF2_3J6SD"
"5797","XP_014990840","INSIG1",1381.06372324276,0.163374804408932,0.117169311454894,1.39434807954663,0.163212518645076,0.293659817381704,FALSE,"3JAFT","INSIG1","INSIG1_3JAFT"
"5803","XP_014990972","PXDC1",102.548257029462,-1.44178338966212,0.176543672200557,-8.16672368763367,3.16877557569706e-16,1.58343200867257e-14,TRUE,"3J8WY","PXDC1","PXDC1_3J8WY"
"5804","XP_014990975","SKI",971.342704568423,0.223435154824472,0.058676190656597,3.80793559234492,0.000140131757669199,0.000916216656017468,TRUE,"3JC08","SKI","SKI_3JC08"
"5808","XP_014991008","TXNDC5",182.513852292198,0.230649885756044,0.0842674275542425,2.73711791673688,0.00619800722860165,0.0224422464160043,TRUE,"3JDQD","TXNDC5","TXNDC5_3JDQD"
"5810","XP_014991057","EDN1",61.2247226439289,-3.11050474793855,0.374633733076003,-8.30278875956831,1.01695597005319e-16,5.34199529927697e-15,TRUE,"3JE5U","EDN1","EDN1_3JE5U"
"5812","XP_014991061","RANBP9",673.296370862636,-0.0204612051631944,0.0479459319200627,-0.426755813137767,0.669557193618059,0.781797412792201,FALSE,"3JE86","RANBP9","RANBP9_3JE86"
"5817","XP_014991142","GNL2",305.053736714705,0.290293011514608,0.0973624776789076,2.98156968100142,0.00286774776779978,0.0118341988264234,TRUE,"3JF02","GNL2","GNL2_3JF02"
"5823","XP_014991249","SF3A3",485.081053998448,0.164046887512304,0.0558886850732849,2.93524328398843,0.00333286265229425,0.0134093072146891,TRUE,"3J8NH","SF3A3","SF3A3_3J8NH"
"5826","XP_014991261","POU3F1",19.367046708268,-0.453614466986219,0.166289809809212,-2.72785486679346,0.00637476485756147,0.0229625875125107,TRUE,"3J9JG","POU3F1","POU3F1_3J9JG"
"5828","XP_014991308","AKIRIN1",1141.17646516436,0.0716780654251348,0.0419175539570951,1.70997729253241,0.0872700721551372,0.182291838086293,FALSE,"3J3Z9","AKIRIN1","AKIRIN1_3J3Z9"
"5837","XP_014991512","LOC721200",28.3705266663222,-0.275965851672535,0.157653776250717,-1.75045506828625,0.0800398208459193,0.170742632880206,FALSE,"3JFTA","-","-_3JFTA"
"5846","XP_014991590","RPS18",15300.9855948717,0.00320997636376136,0.0636053903527744,0.050467049191238,0.959750206866816,0.976895893250655,FALSE,"3J212","RPS18","RPS18_3J212"
"5850","XP_014991657","UHRF1BP1",139.897710335378,0.00600286141618569,0.0673207692626453,0.0891680454922629,0.92894836019389,0.958853819624518,FALSE,"3J6CN","UHRF1BP1","UHRF1BP1_3J6CN"
"5851","XP_014991677","DEF6",879.704444380535,0.496757368991553,0.070186153554253,7.07771182541819,1.46554078969454e-12,4.8935429438219e-11,TRUE,"3J4F9","DEF6","DEF6_3J4F9"
"5854","XP_014991708","LHFPL5",3.67721743126555,-0.00608103552816132,0.284877879161162,-0.0213461134506731,0.982969558993075,0.990005279052219,FALSE,"3J834","LHFPL5","LHFPL5_3J834"
"5859","XP_014991743","PPIL1",105.434413355106,0.209634657413979,0.129392843966285,1.62014104480617,0.1052019822317,0.209654399123172,FALSE,"3J2F0","PPIL1","PPIL1_3J2F0"
"5860","XP_014991745","LOC719232",1648.9775552926,-0.0249896575485439,0.0780797148809198,-0.320053135268947,0.748928051117929,0.840568212878567,FALSE,"3J7W7","PIM1","PIM1_3J7W7"
"5862","XP_014991777","DAAM2",1.31016266894629,0.293346049809135,0.431641780475957,0.679605318756844,0.496754401003799,NA,FALSE,"3J1SJ","DAAM2","DAAM2_3J1SJ"
"5863","XP_014991790","LRFN2",43.5370389142843,-0.0386686548985308,0.22733904497736,-0.170092448934065,0.86493743186384,0.918618742736073,FALSE,"3JAW8","LRFN2","LRFN2_3JAW8"
"5864","XP_014991792","APOBEC2",3.38868143179198,-0.0153607023828296,0.30114295518795,-0.0510080083834026,0.959319139090057,0.976554021556635,FALSE,"3J2JG","APOBEC2","APOBEC2_3J2JG"
"5866","XP_014991829","C4H6orf132",9.06368150313513,-0.0231197428560635,0.168692886353499,-0.137052269101708,0.890989480097319,0.933465020813152,FALSE,"3JEHY","C6orf132","C6orf132_3JEHY"
"5867","XP_014991847","TBCC",497.954477949069,0.262499594469596,0.0788809543731656,3.32779435233222,0.000875364586463397,0.00439087172639959,TRUE,"3JCE8","TBCC","TBCC_3JCE8"
"5870","XP_014991899","SRF",615.345532298119,0.221657798231727,0.0517369088774872,4.28432627771814,1.83293761060457e-05,0.000155539705750948,TRUE,"3JD21","SRF","SRF_3JD21"
"5873","XP_014991920","POLR1C",194.508041204359,-0.0993955938961171,0.0823208551737366,-1.20741692595813,0.227271620341881,0.374273504152248,FALSE,"3J91B","POLR1C","POLR1C_3J91B"
"5876","XP_014991952","TMCO2",1.76434407606215,-0.205237663637819,0.402525748856909,-0.509874620991706,0.610139303099912,0.736248888999485,FALSE,"3J62G","TMCO2","TMCO2_3J62G"
"5877","XP_014991971","GCM1",5.16328159554615,-0.138017125586339,0.247200764560604,-0.55831997862815,0.57662590480665,0.709118489797341,FALSE,"3JFQ1","GCM1","GCM1_3JFQ1"
"5880","XP_014991997","TNFRSF21",129.08589047399,3.22533338957671,0.181972999328141,17.7242415165157,2.7256445894584e-70,2.02421405252295e-67,TRUE,"3J5TF","TNFRSF21","TNFRSF21_3J5TF"
"5881","XP_014991998","ADGRF4",0.981307183473432,-0.472446984084792,0.599616298150394,-0.787915514541758,0.430746125595326,NA,FALSE,"3J394","GPR115","GPR115_3J394"
"5887","XP_014992232","CD109",77.5763333006337,-0.151371758081497,0.113762065793686,-1.33059958981422,0.183320797550353,0.319820171473629,FALSE,"3J5SZ","CD109","CD109_3J5SZ"
"5889","XP_014992276","LOC717879",278.893448162899,0.138423510896718,0.088462343062485,1.56477328210652,0.117636078550259,0.228472199813953,FALSE,"3JHYP","-","-_3JHYP"
"5891","XP_014992319","SH3BGRL2",1.77660795427465,0.194188360866763,0.471617953463483,0.41174929716029,0.680523188018027,0.790103929937695,FALSE,"3JH7P","SH3BGRL2","SH3BGRL2_3JH7P"
"5892","XP_014992323","TTC34",3.44067474831063,0.0626888270016918,0.293193797692344,0.213813619166231,0.83069240398697,0.895561010395323,FALSE,"3J5TI","TTC34","TTC34_3J5TI"
"5893","XP_014992344","ME1",3.17872434819106,-0.935591946820002,0.542526266237747,-1.72450995471251,0.0846158234358701,0.178087656536532,FALSE,"3J7UD","ME1","ME1_3J7UD"
"5894","XP_014992391","FOXO6",6.61694682403082,0.555118540379534,0.293271346701839,1.89284956277678,0.0583778782714281,0.134110332195386,FALSE,"3J6HY","FOXO6","FOXO6_3J6HY"
"5898","XP_014992448","MANEA",126.66592991061,0.184230795687742,0.0938989891190571,1.96201042648235,0.0497612703691157,0.118685164172382,FALSE,"3J6ZB","MANEA","MANEA_3J6ZB"
"5905","XP_014992529","DYNLT1",326.214122191127,-0.0617457936703189,0.133984018449822,-0.460844467756005,0.644910195729637,0.764037124452896,FALSE,"3JGYJ","DYNLT1","DYNLT1_3JGYJ"
"5906","XP_014992532","TMEM181",1140.0478896809,0.0169110254826212,0.0573799698823205,0.294720013225934,0.768207773543225,0.853841710213162,FALSE,"3J6TB","TMEM181","TMEM181_3J6TB"
"5912","XP_014992588","RGS17",13.0323544822416,-0.261109281224493,0.162186964245505,-1.6099276685964,0.107413647850553,0.212978064238387,FALSE,"3J6WW","RGS17","RGS17_3J6WW"
"5913","XP_014992598","MTHFD1L",109.047181569218,0.225946167719054,0.0776283554394623,2.91061386577042,0.00360719503363683,0.0143187436721299,TRUE,"3J3VU","MTHFD1L","MTHFD1L_3J3VU"
"5915","XP_014992615","PPP1R14C",22.2593705721442,0.384724779631903,0.130477498646676,2.94859101088158,0.00319226129971003,0.0129378493812298,TRUE,"3JEV6","PPP1R14C","PPP1R14C_3JEV6"
"5918","XP_014992706","ZC2HC1B",3.92274070113491,-0.179691957201692,0.31071471463534,-0.578318144387147,0.563049346584936,0.698323857034251,FALSE,"3J1Q9","ZC2HC1B","ZC2HC1B_3J1Q9"
"5923","XP_014992828","EBNA1BP2",111.670068719837,0.0356877693442811,0.0798393116928586,0.446994952581402,0.654878704259358,0.771475913665561,FALSE,"3J8E2","EBNA1BP2","EBNA1BP2_3J8E2"
"5924","XP_014992831","CITED2",898.094731180411,0.22813668169646,0.0680174566698122,3.35409015370775,0.00079626415028347,0.00405034034120338,TRUE,"3JAHU","CITED2","CITED2_3JAHU"
